	accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution
7927	MH129137	MH129137.1	NSVH110283661/2015-2016	2016-02-24	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7928	MH174919	MH174919.1	RSVs/Tehran.IRN/A/7.16/2	2016-02-24	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7929	MN630101	MN630101.1	RSVA/USA/ACRI-037/2016	2016-02-26	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7930	MH187306	MH187306.1	RSVs/Tehran.IRN/A/8.16/1 [ON1]	2016-02-27	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7931	MH187307	MH187307.1	RSVs/Tehran.IRN/A/8.16/2 [ON1]	2016-02-27	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7932	MH129150	MH129150.1	NSVH100373029/2015-2016	2016-02-28	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7933	MH129152	MH129152.1	NSVH110285536/2015-2016	2016-02-29	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7934	MH129161	MH129161.1	NSVH100373107/2015-2016	2016-02-29	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7935	MN630102	MN630102.1	RSVA/USA/ACRI-039/2016	2016-02-29	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7936	MW026999	MW026999.1	ago/16	2016-03-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7937	MW027004	MW027004.1	18/2016	2016-03-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7938	MW527842	MW527842.1	RSVA-ZJ-398/ZJ/CHN/2016.03.22	2016-03-XX	Asia	China			Homo sapiens	2021-05-01		Chen et al		Chen,X., Xie,Z.	
7939	MZ961923	MZ961923.1	2016-R2042	2016-03-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
7940	MN630103	MN630103.1	RSVA/USA/ACRI-046/2016	2016-03-02	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7941	MH129115	MH129115.1	NSVH100375528/2015-2016	2016-03-03	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7942	MN630104	MN630104.1	RSVA/USA/ACRI-051/2016	2016-03-04	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7943	MH129136	MH129136.1	NSVH100377187/2015-2016	2016-03-06	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7944	MH129162	MH129162.1	NSVH100378053/2015-2016	2016-03-07	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7945	MN630107	MN630107.1	RSVA/USA/ACRI-053/2016	2016-03-07	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7946	MH129163	MH129163.1	NSVH100378179/2015-2016	2016-03-08	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7947	MH447703	MH447703.1	TH/B15849/2016C	2016-03-09	Asia	Thailand			Homo sapiens	2019-03-13		Thongpan et al		Thongpan,I.	
7948	MH129172	MH129172.1	NSVH100380717/2015-2016	2016-03-11	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7949	MH174920	MH174920.1	RSVs/Tehran.IRN/A/8.16/1	2016-03-11	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7950	MH174921	MH174921.1	RSVs/Tehran.IRN/A/10.16/1	2016-03-11	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7951	MH174922	MH174922.1	RSVs/Tehran.IRN/A/10.16/2	2016-03-11	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7952	MH129151	MH129151.1	NSVH100380940/2015-2016	2016-03-12	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7953	MH174923	MH174923.1	RSVs/Tehran.IRN/A/11.16/1	2016-03-12	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7954	MH174924	MH174924.1	RSVs/Tehran.IRN/A/11.16/2	2016-03-12	Asia	Iran			Homo sapiens	2018-12-30		Salimi et al		Salimi,V., Samieipoor,Y., Ghavami,N., Mokhtariazad,T.	
7955	MH187308	MH187308.1	RSVs/Tehran.IRN/A/11.16/1 [ON1]	2016-03-13	Asia	Iran			Homo sapiens	2018-12-29		Salimi et al		Salimi,V., Shatizadeh Malekshahi,S., Ghavami,N., Mokhtari Azad,T.	
7956	MH129165	MH129165.1	NSVH100381992/2015-2016	2016-03-14	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7957	MH129149	MH129149.1	NSVH110292518/2015-2016	2016-03-15	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7958	MN630105	MN630105.1	RSVA/USA/ACRI-056/2016	2016-03-15	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7959	MH129173	MH129173.1	NSVH100383224/2015-2016	2016-03-16	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
7960	MN630106	MN630106.1	RSVA/USA/ACRI-064/2016	2016-03-28	North America	USA	Little Rock	Arkansas	Homo sapiens	2019-12-22		Kothari et al		Kothari,A., Kennedy,J.L., Schwalm,K.C., Putt,C., Denson,J.L., Dinwiddie,D.L.	
7961	MH182057	MH182057.1	KEN/Kilifi/WGS/1588_29/03/2016	2016-03-29	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
7962	MW026996	MW026996.1	97/2016	2016-04-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7963	MZ961812	MZ961812.1	2016-R2392	2016-04-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
7964	MZ961924	MZ961924.1	2016-R2162	2016-04-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
7965	MH182061	MH182061.1	KEN/Kilifi/WGS/1592_07/04/2016	2016-04-07	Africa	Kenya			Homo sapiens	2018-09-28		Otieno et al		Otieno,J.R., Kamau,E.M., Oketch,J.W., Ngoi,J.M., Gichuki,A.M., Binter,S., Otieno,G.P., Ngama,M., Agoti,C.N., Cane,P.A., Kellam,P., Cotten,M., Lemey,P., Nokes,D.J.	
7966	MT862902	MT862902.1	TZA386	2016-04-15	Africa	Tanzania			Homo sapiens	2020-09-23		Ihling et al		Ihling,C.M., Schnitzler,P., Heinrich,N., Mangu,C., Sudi,L., Souares,A., Gies,S., Sie,A., Coulibaly,B., Ouedraogo,A.T., Mordmueller,B., Held,J., Adegnika,A.A., Fernandez,J.F., Eckerle,I., May,J., Hogan,B., Eibach,D., Owusu-Dabo,E., Tabatabai,J.	
7967	MH447704	MH447704.1	TH/B16367/2016C	2016-04-17	Asia	Thailand			Homo sapiens	2019-03-13		Thongpan et al		Thongpan,I.	
7968	MT882074	MT882074.1	NIV165575	2016-04-30	Asia	India			Homo sapiens	2021-12-31		Choudhary et al		Choudhary,M.L., Chaudhary,U.	
7969	MW026974	MW026974.1	601/2016	2016-05-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7970	MW026994	MW026994.1	668/2016	2016-05-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7971	MW026995	MW026995.1	344/2016	2016-05-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7972	MW026998	MW026998.1	593/2016	2016-05-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7973	MW027001	MW027001.1	655/2016	2016-05-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7974	MW027002	MW027002.1	525/2016	2016-05-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7975	MW027003	MW027003.1	485/2016	2016-05-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7976	MN031366	MN031366.1	MN031366	2016-05-03	Asia	Cambodia	Kok Kdouch	Banteay Neang, Mongkul Borey, Banteay Meanchey	Homo sapiens	2019-06-23		Tan et al		Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Chea,K.L., Horm,V., Horwood,P., Dussart,P., Karlsson,E.	
7977	MW026975	MW026975.1	756/2016	2016-06-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7978	MW026976	MW026976.1	842/2016	2016-06-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7979	MW026977	MW026977.1	725/2016	2016-06-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7980	MW027000	MW027000.1	759/2016	2016-06-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7981	MT862903	MT862903.1	TZA466	2016-06-13	Africa	Tanzania			Homo sapiens	2020-09-23		Ihling et al		Ihling,C.M., Schnitzler,P., Heinrich,N., Mangu,C., Sudi,L., Souares,A., Gies,S., Sie,A., Coulibaly,B., Ouedraogo,A.T., Mordmueller,B., Held,J., Adegnika,A.A., Fernandez,J.F., Eckerle,I., May,J., Hogan,B., Eibach,D., Owusu-Dabo,E., Tabatabai,J.	
7982	MW026993	MW026993.1	877/2016	2016-07-XX	South America	Brazil			Homo sapiens	2021-04-30		Vianna et al		Vianna,L.A., Siqueira,M.M., Volpini,L.P.B., Louro,I.D., Resende,P.C.	
7983	MZ961895	MZ961895.1	2016-R3979	2016-07-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
7984	LC552083	LC552083.1	LC552083	2016-07-04	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7985	LC552084	LC552084.1	LC552084	2016-07-18	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7986	LC552082	LC552082.1	LC552082	2016-07-20	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7987	LC552085	LC552085.1	LC552085	2016-07-25	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7988	MT882075	MT882075.1	NIV168948	2016-07-29	Asia	India			Homo sapiens	2021-12-31		Choudhary et al		Choudhary,M.L., Chaudhary,U.	
7989	LC552086	LC552086.1	LC552086	2016-08-03	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7990	LC552081	LC552081.1	LC552081	2016-08-06	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7991	LC552087	LC552087.1	LC552087	2016-08-06	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7992	LC552088	LC552088.1	LC552088	2016-08-06	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7993	LC552089	LC552089.1	LC552089	2016-08-08	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7994	LC552090	LC552090.1	LC552090	2016-08-08	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7995	LC552091	LC552091.1	LC552091	2016-08-10	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7996	LC552092	LC552092.1	LC552092	2016-08-10	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7997	LC552093	LC552093.1	LC552093	2016-08-10	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7998	LC552094	LC552094.1	LC552094	2016-08-10	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
7999	LC552095	LC552095.1	LC552095	2016-08-10	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8000	LC552096	LC552096.1	LC552096	2016-08-10	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8001	MT882081	MT882081.1	NIV169465	2016-08-11	Asia	India			Homo sapiens	2021-12-31		Choudhary et al		Choudhary,M.L., Chaudhary,U.	
8002	LC552097	LC552097.1	LC552097	2016-08-15	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8003	LC552098	LC552098.1	LC552098	2016-08-20	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8004	LC552099	LC552099.1	LC552099	2016-08-20	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8005	LC552100	LC552100.1	LC552100	2016-08-20	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8006	LC552101	LC552101.1	LC552101	2016-08-22	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8007	LC552102	LC552102.1	LC552102	2016-08-22	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8008	LC552103	LC552103.1	LC552103	2016-08-26	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8009	LC552104	LC552104.1	LC552104	2016-08-27	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8010	LC552105	LC552105.1	LC552105	2016-08-27	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8011	LC552106	LC552106.1	LC552106	2016-08-27	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8012	LC552107	LC552107.1	LC552107	2016-08-29	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8013	LC552108	LC552108.1	LC552108	2016-08-29	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8014	LC552109	LC552109.1	LC552109	2016-08-29	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8015	MT882076	MT882076.1	NIV1613803	2016-08-29	Asia	India			Homo sapiens	2021-12-31		Choudhary et al		Choudhary,M.L., Chaudhary,U.	
8016	MZ961805	MZ961805.1	2016-R5419	2016-09-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8017	MZ961896	MZ961896.1	2016-R5432	2016-09-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8018	MH447705	MH447705.1	TH/B18177/2016C	2016-09-01	Asia	Thailand			Homo sapiens	2019-03-13		Thongpan et al		Thongpan,I.	
8019	MH447957	MH447957.1	TH/B18177/2016	2016-09-01	Asia	Thailand			Homo sapiens	2019-03-13		Thongpan et al		Thongpan,I.	
8020	LC552110	LC552110.1	LC552110	2016-09-03	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8021	MH447706	MH447706.1	TH/B18247/2016A	2016-09-04	Asia	Thailand			Homo sapiens	2019-03-13		Thongpan et al		Thongpan,I.	
8022	MH447958	MH447958.1	TH/B18247/2016	2016-09-04	Asia	Thailand			Homo sapiens	2019-03-13		Thongpan et al		Thongpan,I.	
8023	LC552111	LC552111.1	LC552111	2016-09-05	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8024	LC552112	LC552112.1	LC552112	2016-09-05	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8025	MH447707	MH447707.1	TH/B18375/2016C	2016-09-08	Asia	Thailand			Homo sapiens	2019-03-13		Thongpan et al		Thongpan,I.	
8026	LC552113	LC552113.1	LC552113	2016-09-12	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8027	MH447708	MH447708.1	TH/B18526/2016C	2016-09-12	Asia	Thailand			Homo sapiens	2019-03-13		Thongpan et al		Thongpan,I.	
8028	MT882072	MT882072.1	NIV1614585	2016-09-14	Asia	India			Homo sapiens	2021-12-31		Choudhary et al		Choudhary,M.L., Chaudhary,U.	
8029	LC552114	LC552114.1	LC552114	2016-09-26	Asia	Myanmar			Homo sapiens	2020-06-03		Phyu et al		Phyu,W.W., Saito,R.	
8030	MK749913	MK749913.1	MK749913	2016-09-30	North America	Nicaragua	Managua		Homo sapiens	2019-04-29		Tan et al		Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J., Gordon,A.	
8031	MZ961782	MZ961782.1	2016-R5573	2016-10-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8032	MZ961797	MZ961797.1	2016-R5578	2016-10-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8033	MZ961798	MZ961798.1	2016-R5872	2016-10-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8034	MZ961897	MZ961897.1	2016-R6045	2016-10-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8035	MZ961898	MZ961898.1	2016-R6158	2016-10-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8036	MH129221	MH129221.1	NSVH110378105/2016-2017	2016-10-02	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
8037	MG971433	MG971433.1	MG971433	2016-10-03	Europe	Netherlands			Homo sapiens	2019-12-02		Mackenzie et al		Mackenzie,G.A., Vilane,A., Salaudeen,R., Hogerwerf,L., van den Brink,S., Wijsman,L.A., Overduin,P., Janssens,T.K.S., de Silva,T.I., van der Sande,M.A.B., Kampmann,B., Meijer,A.	
8038	MK749893	MK749893.1	MK749893	2016-10-03	North America	Nicaragua	Managua		Homo sapiens	2019-04-29		Tan et al		Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J., Gordon,A.	
8039	MK749867	MK749867.1	MK749867	2016-10-04	North America	Nicaragua	Managua		Homo sapiens	2019-04-29		Tan et al		Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J., Gordon,A.	
8040	LC713044	LC713044.1	16GH.PML141	2016-10-06	Africa	Ghana	Greater Accra	Accra	Homo sapiens	2022-06-04		Kafintu-Kwashie et al		Kafintu-Kwashie,A.A., Nii-Trebi,N.I., Obodai,E., Neizer,M., Adiku,T.K., Odoom,J.K.	
8041	MK749895	MK749895.1	MK749895	2016-10-11	North America	Nicaragua	Managua		Homo sapiens	2019-04-29		Tan et al		Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J., Gordon,A.	
8042	MN031367	MN031367.1	MN031367	2016-10-11	Asia	Cambodia	Tmey	Pourk, Siem Reap	Homo sapiens	2019-06-23		Tan et al		Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Chea,K.L., Horm,V., Horwood,P., Dussart,P., Karlsson,E.	
8043	MH129177	MH129177.1	NSVH110382585/2016-2017	2016-10-12	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
8044	MN031364	MN031364.1	MN031364	2016-10-17	Asia	Cambodia	Peam	Doun Keo, Pourk, Siem Reap	Homo sapiens	2019-06-23		Tan et al		Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Chea,K.L., Horm,V., Horwood,P., Dussart,P., Karlsson,E.	
8045	LC713047	LC713047.1	16GH.PML147	2016-10-19	Africa	Ghana	Greater Accra	Accra	Homo sapiens	2022-06-04		Kafintu-Kwashie et al		Kafintu-Kwashie,A.A., Nii-Trebi,N.I., Obodai,E., Neizer,M., Adiku,T.K., Odoom,J.K.	
8046	MK749911	MK749911.1	MK749911	2016-10-21	North America	Nicaragua	Managua		Homo sapiens	2019-04-29		Tan et al		Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J., Gordon,A.	
8047	MH129178	MH129178.1	NSVH110389884/2016-2017	2016-10-28	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
8048	MH129199	MH129199.1	NSVH110390834/2016-2017	2016-10-31	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.	
8049	MK749886	MK749886.1	MK749886	2016-10-31	North America	Nicaragua	Managua		Homo sapiens	2019-04-29		Tan et al		Tan,G., Pickett,B., Fedorova,N., Amedeo,P., Hu,L., Christensen,J., Miller,J., Durbin,A., Williams,T., Arumemi,F., Cadiz,C., Alanis,R., Balmseda,A., Wiliams,T., Schiller,A., Patel,M., Kubale,J., Gordon,A.	
8050	MT156410	MT156410.1	161175.RM	2016-11-XX	Europe	Italy			Homo sapiens	2020-03-24		Midulla et al		Midulla,F., Di Mattia,G., Nenna,R., Scagnolari,C., Viscido,A., Oliveto,G., Petrarca,L., Frassanito,A., Arima,S., Antonelli,G., Pierangeli,A.	
8051	MZ961799	MZ961799.1	2016-R6434	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8052	MZ961800	MZ961800.1	2016-R6487	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8053	MZ961801	MZ961801.1	2016-R6585	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8054	MZ961802	MZ961802.1	2016-R6792	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8055	MZ961806	MZ961806.1	2016-R6249	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8056	MZ961807	MZ961807.1	2016-R6488	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8057	MZ961899	MZ961899.1	2016-R6346	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8058	MZ961900	MZ961900.1	2016-R6358	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8059	MZ961901	MZ961901.1	2016-R6502	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8060	MZ961902	MZ961902.1	2016-R6583	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
8061	MZ961903	MZ961903.1	2016-R6595	2016-11-XX	Asia	China			Homo sapiens	2022-03-05		Luo et al		Luo,Q., Li,M., Huang,F.	
